$|\nabla p|$ ,Points_0,Points_1,Points_2,f,gradp_0,gradp_1,gradp_2,gradp_Magnitude,p,u_0,u_1,u_2,u_Magnitude
0.01476989442,0.009999999776,0,0.4799999893,1,-8.29662099e-07,9.273623618e-06,-0.01476988755,0.01476989035,0.3662567437,-3.139966566e-06,-1.322980779e-06,1.999356747,1.999356747
0.01464194837,0.009999999776,0,0.5099999905,1,-5.390446063e-07,7.096063655e-06,-0.01464194339,0.01464194525,0.3658165336,-2.913990329e-06,-1.252997322e-06,1.999377012,1.999377012
0.01453288739,0.009999999776,0,0.5400000215,1,-3.696668784e-07,5.290644367e-06,-0.01453288458,0.01453288551,0.3653797805,-2.723877515e-06,-1.184405505e-06,1.99939549,1.99939549
0.01443997075,0.009999999776,0,0.5699999928,1,-2.994903809e-07,3.810189355e-06,-0.01443996839,0.01443996932,0.3649458885,-2.56394128e-06,-1.117677812e-06,1.999412417,1.999412417
0.01436074863,0.009999999776,0,0.6000000238,1,-3.093060172e-07,2.60605475e-06,-0.0143607473,0.0143607473,0.3645144701,-2.429917686e-06,-1.053157234e-06,1.999428391,1.999428391
0.01429307096,0.009999999776,0,0.6299999952,1,-3.828046999e-07,1.630588827e-06,-0.01429306995,0.01429306995,0.3640851974,-2.317511644e-06,-9.909758774e-07,1.999443293,1.999443293
0.01423508119,0.009999999776,0,0.6600000262,1,-5.050411573e-07,8.428380625e-07,-0.01423508022,0.01423508022,0.3636577129,-2.22207882e-06,-9.31047623e-07,1.999457121,1.999457121
0.01418520223,0.009999999776,0,0.6899999976,1,-6.653141895e-07,2.049149117e-07,-0.01418520138,0.01418520138,0.3632318079,-2.139302751e-06,-8.731773278e-07,1.999470353,1.999470353
0.01414209889,0.009999999776,0,0.7200000286,1,-8.535982374e-07,-3.107387272e-07,-0.01414209884,0.01414209884,0.3628071845,-2.065730087e-06,-8.171954278e-07,1.99948287,1.99948287
0.0141046452,0.009999999776,0,0.75,1,-1.058701741e-06,-7.304092833e-07,-0.01410464477,0.01410464477,0.3623837829,-1.998994776e-06,-7.629594165e-07,1.99949491,1.99949491
0.01407190026,0.009999999776,0,0.7799999714,1,-1.284826794e-06,-1.075267051e-06,-0.0140719004,0.0140719004,0.3619613647,-1.937598654e-06,-7.10283075e-07,1.999506354,1.999506354
0.01404305941,0.009999999776,0,0.8100000024,1,-1.515226131e-06,-1.363244792e-06,-0.0140430592,0.0140430592,0.3615398705,-1.880269565e-06,-6.58905094e-07,1.999517441,1.999517441
0.01401745104,0.009999999776,0,0.8399999738,1,-1.747700708e-06,-1.606562137e-06,-0.01401745062,0.01401745062,0.3611191511,-1.825310733e-06,-6.085517725e-07,1.99952817,1.99952817
0.01399449522,0.009999999776,0,0.8700000048,1,-1.978982482e-06,-1.816977488e-06,-0.01399449445,0.01399449445,0.3606991172,-1.770742529e-06,-5.589662919e-07,1.99953866,1.99953866
0.01397370374,0.009999999776,0,0.8999999762,1,-2.206219733e-06,-2.005122269e-06,-0.01397370361,0.01397370361,0.3602797985,-1.715083158e-06,-5.099172995e-07,1.999548793,1.999548793
0.01395465846,0.009999999776,0,0.9300000072,1,-2.427605978e-06,-2.181121317e-06,-0.01395465806,0.01395465806,0.3598609865,-1.657460984e-06,-4.611665645e-07,1.999558806,1.999558806
0.01393701474,0.009999999776,0,0.9599999785,1,-2.627709137e-06,-2.355688139e-06,-0.01393701416,0.01393701416,0.3594427407,-1.596418542e-06,-4.123253063e-07,1.999568462,1.999568462
0.01392045719,0.009999999776,0,0.9900000095,1,-2.817470431e-06,-2.535237627e-06,-0.01392045617,0.0139204571,0.3590250015,-1.532128181e-06,-3.628732657e-07,1.999577761,1.999577761
0.01390471569,0.009999999776,0,1.019999981,1,-2.992494501e-06,-2.7311753e-06,-0.01390471496,0.01390471589,0.358607769,-1.464541015e-06,-3.122441967e-07,1.999587059,1.999587059
0.01388956437,0.009999999776,0,1.049999952,1,-3.150119483e-06,-2.945070491e-06,-0.01388956327,0.0138895642,0.3581909537,-1.393297907e-06,-2.598827393e-07,1.999596119,1.999596119
0.01387480799,0.009999999776,0,1.080000043,1,-3.288485232e-06,-3.183735771e-06,-0.0138748074,0.01387480833,0.3577745855,-1.319181933e-06,-2.052094317e-07,1.999604821,1.999604821
0.01386029177,0.009999999776,0,1.110000014,1,-3.406441238e-06,-3.451022394e-06,-0.01386029087,0.0138602918,0.3573586941,-1.2416549e-06,-1.475881817e-07,1.999613404,1.999613404
0.01384589248,0.009999999776,0,1.139999986,1,-3.505111636e-06,-3.749107464e-06,-0.01384589169,0.01384589262,0.3569431603,-1.161230784e-06,-8.63625047e-08,1.999621868,1.999621868
0.01383153072,0.009999999776,0,1.169999957,1,-3.587046422e-06,-4.078749498e-06,-0.01383152977,0.0138315307,0.3565281332,-1.078189143e-06,-2.09267732e-08,1.999630213,1.999630213
0.01381716828,0.009999999776,0,1.200000048,1,-3.656562058e-06,-4.436581094e-06,-0.01381716691,0.01381716784,0.3561134934,-9.923204516e-07,4.916668672e-08,1.9996382,1.9996382
0.01380281837,0.009999999776,0,1.230000019,1,-3.719162123e-06,-4.819667993e-06,-0.01380281709,0.01380281802,0.3556993306,-9.033134347e-07,1.241717769e-07,1.999645948,1.999645948
0.01378854921,0.009999999776,0,1.25999999,1,-3.78100026e-06,-5.232083367e-06,-0.01378854737,0.01378854923,0.3552855551,-8.112198202e-07,2.042836655e-07,1.999653697,1.999653697
0.01377448034,0.009999999776,0,1.289999962,1,-3.848299912e-06,-5.673182841e-06,-0.01377447881,0.01377448067,0.3548721969,-7.164860563e-07,2.896573221e-07,1.999660969,1.999660969
0.01376077013,0.009999999776,0,1.320000052,1,-3.92689708e-06,-6.143051451e-06,-0.01376076788,0.01376076974,0.3544592857,-6.196387972e-07,3.803530433e-07,1.999668241,1.999668241
0.01374760691,0.009999999776,0,1.350000024,1,-4.022035682e-06,-6.642790595e-06,-0.01374760456,0.01374760643,0.3540467322,-5.210631002e-07,4.763724633e-07,1.999675274,1.999675274
0.01373518465,0.009999999776,0,1.379999995,1,-4.138431905e-06,-7.174325219e-06,-0.01373518258,0.01373518538,0.3536345959,-4.210503164e-07,5.777088177e-07,1.999682069,1.999682069
0.01372369007,0.009999999776,0,1.409999967,1,-4.280590019e-06,-7.740351066e-06,-0.01372368727,0.01372369006,0.3532228172,-3.199304217e-07,6.844050517e-07,1.999688745,1.999688745
0.01371328395,0.009999999776,0,1.440000057,1,-4.453370366e-06,-8.34347702e-06,-0.01371328067,0.0137132844,0.3528113067,-2.180223788e-07,7.965954865e-07,1.999695301,1.999695301
0.01370409155,0.009999999776,0,1.470000029,1,-4.661479124e-06,-8.987396541e-06,-0.01370408759,0.01370409131,0.3524001539,-1.154205194e-07,9.145152262e-07,1.999701738,1.999701738
0.01369620024,0.009999999776,0,1.5,1,-4.909235486e-06,-9.677059097e-06,-0.01369619556,0.01369620021,0.3519891798,-1.181510445e-08,1.038504024e-06,1.999708056,1.999708056
0.01368965988,0.009999999776,0,1.529999971,1,-5.199573934e-06,-1.041944415e-05,-0.01368965488,0.01368965954,0.3515784442,9.348045182e-08,1.169008783e-06,1.999714375,1.999714375
0.01368449737,0.009999999776,0,1.559999943,1,-5.532268915e-06,-1.12221669e-05,-0.01368449163,0.01368449721,0.3511678874,2.013402565e-07,1.306598165e-06,1.999720454,1.999720454
0.01368073931,0.009999999776,0,1.590000033,1,-5.902860266e-06,-1.20968225e-05,-0.01368073281,0.01368073933,0.3507574499,3.127622392e-07,1.452040692e-06,1.999726534,1.999726534
0.0136783741,0.009999999776,0,1.620000005,1,-6.316631698e-06,-1.305642218e-05,-0.01367836632,0.01367837377,0.3503470719,4.28590738e-07,1.606172987e-06,1.999732733,1.999732733
0.01367739515,0.009999999776,0,1.649999976,1,-6.768206276e-06,-1.410867935e-05,-0.01367738657,0.01367739588,0.3499367237,5.498388305e-07,1.770003223e-06,1.999739051,1.999739051
0.01367778682,0.009999999776,0,1.679999948,1,-7.258309779e-06,-1.52656321e-05,-0.01367777679,0.01367778704,0.3495264053,6.774945405e-07,1.94471636e-06,1.999745131,1.999745131
0.01367950981,0.009999999776,0,1.710000038,1,-7.787795766e-06,-1.653334584e-05,-0.01367949788,0.01367950998,0.3491160274,8.130062952e-07,2.131625706e-06,1.999751568,1.999751568
0.01368250181,0.009999999776,0,1.74000001,1,-8.347727089e-06,-1.79158651e-05,-0.01368248742,0.01368250139,0.3487055898,9.569986332e-07,2.332092208e-06,1.999758124,1.999758124
0.01368666721,0.009999999776,0,1.769999981,1,-8.934812286e-06,-1.941784103e-05,-0.01368665043,0.0136866672,0.348295033,1.11062343e-06,2.547544455e-06,1.999764562,1.999764562
0.01369188273,0.009999999776,0,1.799999952,1,-9.54647021e-06,-2.103924271e-05,-0.01369186305,0.0136918826,0.3478843272,1.275257205e-06,2.779425586e-06,1.999771357,1.999771357
0.0136980121,0.009999999776,0,1.830000043,1,-1.017859904e-05,-2.278238026e-05,-0.01369798928,0.01369801164,0.3474734128,1.452457241e-06,3.029168965e-06,1.999778271,1.999778271
0.01370491495,0.009999999776,0,1.860000014,1,-1.082665131e-05,-2.464774661e-05,-0.01370488852,0.0137049146,0.3470623195,1.643847554e-06,3.298128149e-06,1.999785185,1.999785185
0.01371247381,0.009999999776,0,1.889999986,1,-1.148248521e-05,-2.663789746e-05,-0.01371244341,0.01371247414,0.3466510177,1.850919375e-06,3.587567562e-06,1.999792457,1.999792457
0.01372060446,0.009999999776,0,1.919999957,1,-1.213632004e-05,-2.875541213e-05,-0.0137205692,0.01372060459,0.3462394774,2.074805252e-06,3.898679552e-06,1.999799967,1.999799967
0.01372927214,0.009999999776,0,1.950000048,1,-1.278219315e-05,-3.10017349e-05,-0.01372923143,0.01372927241,0.3458276391,2.316379096e-06,4.232471383e-06,1.999807596,1.999807596
0.01373849374,0.009999999776,0,1.980000019,1,-1.340956351e-05,-3.337507223e-05,-0.01373844687,0.01373849437,0.3454155624,2.576360885e-06,4.589726814e-06,1.999815583,1.999815583
0.01374835001,0.009999999776,0,2.00999999,1,-1.400478868e-05,-3.58680154e-05,-0.01374829561,0.01374834962,0.3450031877,2.855351795e-06,4.970975169e-06,1.999823451,1.999823451
0.01375898366,0.009999999776,0,2.039999962,1,-1.455344864e-05,-3.846619074e-05,-0.013758922,0.01375898346,0.3445905149,3.153877515e-06,5.37638789e-06,1.999831676,1.999831676
0.01377059745,0.009999999776,0,2.069999933,1,-1.503849398e-05,-4.114655167e-05,-0.01377052814,0.01377059799,0.3441775143,3.472227036e-06,5.805660294e-06,1.999840379,1.999840379
0.01378344044,0.009999999776,0,2.099999905,1,-1.543867438e-05,-4.386178989e-05,-0.01378336176,0.01378343999,0.3437640965,3.810225053e-06,6.257835594e-06,1.9998492,1.9998492
0.0137977975,0.009999999776,0,2.130000114,1,-1.572686961e-05,-4.654314398e-05,-0.01379770972,0.01379779726,0.3433502913,4.167057796e-06,6.731078884e-06,1.999858379,1.999858379
0.01381396135,0.009999999776,0,2.160000086,1,-1.586954022e-05,-4.909037671e-05,-0.01381386444,0.01381396037,0.3429359794,4.541176168e-06,7.222401109e-06,1.999867678,1.999867678
0.01383218771,0.009999999776,0,2.190000057,1,-1.582362711e-05,-5.136392065e-05,-0.01383208297,0.01383218728,0.3425211906,4.930180694e-06,7.727372576e-06,1.999877453,1.999877453
0.01385266244,0.009999999776,0,2.220000029,1,-1.552457979e-05,-5.317051546e-05,-0.01385255158,0.01385266241,0.3421057761,5.329449323e-06,8.239905583e-06,1.999887466,1.999887466
0.01387536384,0.009999999776,0,2.25,1,-1.492804768e-05,-5.427559881e-05,-0.01387524977,0.01387536433,0.341689676,5.736500498e-06,8.750711459e-06,1.999897957,1.999897957
0.01390003951,0.009999999776,0,2.279999971,1,-1.396719381e-05,-5.439141387e-05,-0.0138999261,0.01390003972,0.3412728608,6.146585747e-06,9.24818869e-06,1.999908805,1.999908805
0.01392609751,0.009999999776,0,2.309999943,1,-1.256681207e-05,-5.319323827e-05,-0.01392599009,0.01392609719,0.3408552706,6.554570064e-06,9.717560715e-06,1.999920011,1.999920011
0.01395252819,0.009999999776,0,2.339999914,1,-1.063307081e-05,-5.034575224e-05,-0.01395243313,0.01395252813,0.3404369056,6.954469427e-06,1.014088502e-05,1.999931574,1.999931574
0.01397785791,0.009999999776,0,2.369999886,1,-8.07529068e-06,-4.553285908e-05,-0.01397778094,0.01397785731,0.3400177658,7.336461749e-06,1.049754974e-05,1.999943614,1.999943614
0.01400018128,0.009999999776,0,2.400000095,1,-4.818981324e-06,-3.852199006e-05,-0.01400012709,0.01400018111,0.3395979106,7.691084647e-06,1.076435638e-05,1.999955893,1.999955893
0.01401727986,0.009999999776,0,2.430000067,1,-8.21660592e-07,-2.922716158e-05,-0.01401724853,0.01401727926,0.3391775489,8.007913493e-06,1.091699414e-05,1.999968529,1.999968529
0.01402686235,0.009999999776,0,2.460000038,1,3.903128345e-06,-1.777718353e-05,-0.01402685046,0.01402686257,0.3387567699,8.27605345e-06,1.093196352e-05,1.999981403,1.999981403
0.01402689283,0.009999999776,0,2.49000001,1,9.26096709e-06,-4.562502909e-06,-0.01402688865,0.01402689237,0.3383359313,8.484877981e-06,1.078899913e-05,1.999994159,1.999994159
0.01401597587,0.009999999776,0,2.519999981,1,1.505776982e-05,9.755713108e-06,-0.0140159633,0.01401597448,0.3379153907,8.625067494e-06,1.047379646e-05,2.000006914,2.000006914
0.01399368033,0.009999999776,0,2.549999952,1,2.099856101e-05,2.429241795e-05,-0.01399364229,0.01399367955,0.3374953568,8.689878996e-06,9.980548384e-06,2.000019073,2.000019073
0.01396072903,0.009999999776,0,2.579999924,1,2.671140464e-05,3.804225344e-05,-0.01396065019,0.01396072749,0.3370762765,8.676474863e-06,9.313760529e-06,2.000030756,2.000030756
0.01391895802,0.009999999776,0,2.609999895,1,3.179702253e-05,5.002036414e-05,-0.01391883101,0.01391895767,0.3366583586,8.587056072e-06,8.488770618e-06,2.0000422,2.0000422
0.01387106135,0.009999999776,0,2.640000105,1,3.58957368e-05,5.940437404e-05,-0.01387088653,0.01387105975,0.3362418711,8.429416084e-06,7.530761195e-06,2.000052691,2.000052691
0.01382017919,0.009999999776,0,2.670000076,1,3.875509719e-05,6.564728392e-05,-0.0138199674,0.01382017788,0.3358268738,8.216592505e-06,6.472368568e-06,2.000062227,2.000062227
0.01376943214,0.009999999776,0,2.700000048,1,4.027593604e-05,6.853537343e-05,-0.01376920193,0.01376943104,0.3354133964,7.965564691e-06,5.35015306e-06,2.000071287,2.000071287
0.01372153679,0.009999999776,0,2.730000019,1,4.052236181e-05,6.817707617e-05,-0.01372130681,0.01372153591,0.3350014091,7.695286513e-06,4.200758212e-06,2.000079155,2.000079155
0.01367854676,0.009999999776,0,2.75999999,1,3.970082616e-05,6.494163972e-05,-0.01367833465,0.01367854606,0.3345907032,7.424530395e-06,3.057396498e-06,2.000086784,2.000086784
0.01364177028,0.009999999776,0,2.789999962,1,3.810929775e-05,5.936465459e-05,-0.01364158746,0.01364177,0.3341811895,7.169939181e-06,1.947266128e-06,2.000093699,2.000093699
0.01361183409,0.009999999776,0,2.819999933,1,3.608696716e-05,5.205314301e-05,-0.01361168642,0.01361183356,0.3337725997,6.945456789e-06,8.899577324e-07,2.000100136,2.000100136
0.01358881373,0.009999999776,0,2.849999905,1,3.396843385e-05,4.361119863e-05,-0.01358870137,0.01358881406,0.3333647847,6.761208169e-06,-1.027557985e-07,2.000106096,2.000106096
0.01357229508,0.009999999776,0,2.880000114,1,3.198990817e-05,3.457799539e-05,-0.01357221324,0.0135722952,0.3329575062,6.620699878e-06,-1.026530413e-06,2.000112057,2.000112057
0.01356170402,0.009999999776,0,2.910000086,1,3.035411828e-05,2.540142304e-05,-0.01356164645,0.0135617042,0.3325506151,6.526357538e-06,-1.883369919e-06,2.000117302,2.000117302
0.01355639114,0.009999999776,0,2.940000057,1,2.919480903e-05,1.643090945e-05,-0.01355635002,0.013556391,0.332143873,6.477642273e-06,-2.679855243e-06,2.000122786,2.000122786
0.0135557105,0.009999999776,0,2.970000029,1,2.86205086e-05,7.943584933e-06,-0.01355567761,0.0135557102,0.3317371905,6.472107998e-06,-3.426466719e-06,2.000128269,2.000128269
0.01355907262,0.009999999776,0,3,1,2.871363722e-05,1.90456575e-07,-0.01355904248,0.01355907321,0.3313304782,6.504996236e-06,-4.137214546e-06,2.000133753,2.000133753
0.01356596232,0.009999999776,0,3.029999971,1,2.955586388e-05,-6.618156021e-06,-0.01356592868,0.0135659622,0.3309235573,6.568928711e-06,-4.828068086e-06,2.000139236,2.000139236
0.01357594336,0.009999999776,0,3.059999943,1,3.123317947e-05,-1.227844132e-05,-0.01357590221,0.01357594412,0.3305163682,6.65412017e-06,-5.517144473e-06,2.00014472,2.00014472
0.01358863802,0.009999999776,0,3.089999914,1,3.383041985e-05,-1.659480586e-05,-0.01358858589,0.01358863804,0.3301088214,6.748182841e-06,-6.224580375e-06,2.000150442,2.000150442
0.01360371661,0.009999999776,0,3.119999886,1,3.740831744e-05,-1.939186041e-05,-0.01360365096,0.01360371616,0.3297008276,6.836134162e-06,-6.97227506e-06,2.000156403,2.000156403
0.01362087348,0.009999999776,0,3.150000095,1,4.196889131e-05,-2.05424767e-05,-0.01362079289,0.01362087298,0.3292923272,6.900778772e-06,-7.783320143e-06,2.000162601,2.000162601
0.01363983177,0.009999999776,0,3.180000067,1,4.741143857e-05,-2.00059385e-05,-0.01363973413,0.01363983098,0.3288832903,6.923672117e-06,-8.680870451e-06,2.000169039,2.000169039
0.01366035562,0.009999999776,0,3.210000038,1,5.349095227e-05,-1.786704161e-05,-0.01366023906,0.01366035547,0.3284736574,6.886752999e-06,-9.686473277e-06,2.000175714,2.000175714
0.01368227672,0.009999999776,0,3.24000001,1,5.979090565e-05,-1.436798266e-05,-0.01368213817,0.01368227601,0.328063339,6.774570465e-06,-1.081779374e-05,2.000182629,2.000182629
0.01370554181,0.009999999776,0,3.269999981,1,6.571883569e-05,-9.919242075e-06,-0.01370538026,0.01370554138,0.327652365,6.5768686e-06,-1.20860559e-05,2.000189781,2.000189781
0.01373024628,0.009999999776,0,3.299999952,1,7.053514855e-05,-5.077531114e-06,-0.01373006403,0.01373024657,0.3272406757,6.291109457e-06,-1.349356899e-05,2.000197172,2.000197172
0.01375665859,0.009999999776,0,3.329999924,1,7.34142086e-05,-4.887646128e-07,-0.01375646237,0.01375665795,0.3268281519,5.924423476e-06,-1.503180738e-05,2.00020504,2.00020504
0.01378519621,0.009999999776,0,3.359999895,1,7.352756802e-05,3.197797923e-06,-0.01378499996,0.01378519647,0.3264148533,5.494562629e-06,-1.668054938e-05,2.000213623,2.000213623
0.01381636915,0.009999999776,0,3.390000105,1,7.013181312e-05,5.430443707e-06,-0.01381618995,0.01381636877,0.3260006011,5.029657132e-06,-1.840846562e-05,2.000221968,2.000221968
0.01385068118,0.009999999776,0,3.420000076,1,6.264013791e-05,5.847445664e-06,-0.01385053806,0.01385068055,0.3255853653,4.566936695e-06,-2.017512998e-05,2.000231266,2.000231266
0.01388856024,0.009999999776,0,3.450000048,1,5.066560698e-05,4.357224498e-06,-0.0138884671,0.01388856024,0.3251690269,4.150162113e-06,-2.193440741e-05,2.000240803,2.000240803
0.01393022426,0.009999999776,0,3.480000019,1,3.404244853e-05,1.191527986e-06,-0.0139301829,0.01393022481,0.3247514367,3.827688488e-06,-2.363932981e-05,2.000251055,2.000251055
0.01397560673,0.009999999776,0,3.50999999,1,1.277722458e-05,-3.125122703e-06,-0.01397560071,0.01397560723,0.3243325055,3.651368843e-06,-2.52485097e-05,2.000261784,2.000261784
0.01402453355,0.009999999776,0,3.539999962,1,-1.300570693e-05,-7.798027582e-06,-0.01402452495,0.01402453333,0.3239121437,3.673717401e-06,-2.673082781e-05,2.000273466,2.000273466
0.01407674797,0.009999999776,0,3.569999933,1,-4.316482591e-05,-1.186328154e-05,-0.01407667622,0.014076747,0.3234902322,3.952130555e-06,-2.806964767e-05,2.000285387,2.000285387
0.01413206958,0.009999999776,0,3.599999905,1,-7.748474309e-05,-1.423646972e-05,-0.0141318487,0.01413206849,0.3230667412,4.54153178e-06,-2.926867455e-05,2.0002985,2.0002985
0.01419040216,0.009999999776,0,3.630000114,1,-0.0001157516963,-1.389759473e-05,-0.01418992132,0.01419040002,0.3226414621,5.496029644e-06,-3.035363989e-05,2.000312328,2.000312328
0.01425165214,0.009999999776,0,3.660000086,1,-0.0001577797666,-1.009170774e-05,-0.01425077207,0.01425164938,0.3222144246,6.874211977e-06,-3.136943997e-05,2.00032711,2.00032711
0.01431560597,0.009999999776,0,3.690000057,1,-0.0002033140627,-2.46882405e-06,-0.01431415789,0.01431560237,0.3217854798,8.736563359e-06,-3.237616329e-05,2.000342607,2.000342607
0.01438173749,0.009999999776,0,3.720000029,1,-0.0002519177215,8.796873772e-06,-0.01437952276,0.01438173186,0.3213545978,1.114297811e-05,-3.344181459e-05,2.000359297,2.000359297
0.01444906208,0.009999999776,0,3.75,1,-0.0003028541687,2.296487037e-05,-0.01444586366,0.01444905624,0.3209217191,1.414787312e-05,-3.463346002e-05,2.00037694,2.00037694
0.014516104,0.009999999776,0,3.779999971,1,-0.000355012191,3.87652035e-05,-0.01451170444,0.01451609842,0.3204868734,1.779319609e-05,-3.600808122e-05,2.000395536,2.000395536
0.01458102309,0.009999999776,0,3.809999943,1,-0.0004069171264,5.452821642e-05,-0.01457523648,0.0145810172,0.3200501204,2.210066305e-05,-3.760451364e-05,2.000415087,2.000415087
0.01464188296,0.009999999776,0,3.839999914,1,-0.0004568451259,6.838047557e-05,-0.01463458966,0.0146418782,0.3196115494,2.706506712e-05,-3.943781121e-05,2.000435352,2.000435352
0.01469698212,0.009999999776,0,3.869999886,1,-0.0005030202447,7.849274698e-05,-0.01468815748,0.01469697803,0.3191713095,3.265065607e-05,-4.149676897e-05,2.00045681,2.00045681
0.0147451704,0.009999999776,0,3.900000095,1,-0.0005438479129,8.333405276e-05,-0.01473489869,0.01474516746,0.3187296093,3.87920154e-05,-4.374504715e-05,2.000478745,2.000478745
0.01478601708,0.009999999776,0,3.930000067,1,-0.0005781162181,8.188763604e-05,-0.0147744799,0.0147860134,0.3182866573,4.539938163e-05,-4.612552584e-05,2.000501394,2.000501394
0.01481980851,0.009999999776,0,3.960000038,1,-0.0006051106029,7.379899034e-05,-0.01480726153,0.01481980458,0.3178426921,5.23680792e-05,-4.85672972e-05,2.000524282,2.000524282
0.01484733753,0.009999999776,0,3.99000001,1,-0.0006246026023,5.942822463e-05,-0.01483406872,0.01484733168,0.3173978627,5.958880502e-05,-5.099373084e-05,2.000547171,2.000547171
0.01486957796,0.009999999776,0,4.019999981,1,-0.0006367280148,3.981031114e-05,-0.01485587843,0.01486957073,0.3169523478,6.695708726e-05,-5.33303064e-05,2.000570774,2.000570774
0.01488733445,0.009999999776,0,4.050000191,1,-0.0006418012199,1.653425898e-05,-0.01487347577,0.01488732547,0.3165062666,7.437947352e-05,-5.551106369e-05,2.000593901,2.000593901
0.01490090362,0.009999999776,0,4.079999924,1,-0.0006401185528,-8.433647963e-06,-0.01488713641,0.01490089484,0.3160597682,8.177953714e-05,-5.748264448e-05,2.000617266,2.000617266
0.01491014017,0.009999999776,0,4.110000134,1,-0.0006318626693,-3.298202864e-05,-0.01489670016,0.01491013169,0.3156129122,8.908887685e-05,-5.920579497e-05,2.000640631,2.000640631
0.01491445075,0.009999999776,0,4.139999866,1,-0.000617191894,-5.512328789e-05,-0.01490156632,0.01491444372,0.3151659369,9.624513768e-05,-6.065468551e-05,2.000663757,2.000663757
0.0149128537,0.009999999776,0,4.170000076,1,-0.0005963097792,-7.320509758e-05,-0.01490074303,0.01491284929,0.3147188723,0.0001031964275,-6.181416393e-05,2.000686646,2.000686646
0.01490425827,0.009999999776,0,4.199999809,1,-0.0005696955486,-8.603473543e-05,-0.0148931155,0.01490425598,0.3142720163,0.000109889741,-6.267472054e-05,2.000709057,2.000709057
0.0148874371,0.009999999776,0,4.230000019,1,-0.0005380381481,-9.315468924e-05,-0.01487741806,0.01488743536,0.3138255477,0.0001162959888,-6.323331763e-05,2.000731468,2.000731468
0.01486134381,0.009999999776,0,4.260000229,1,-0.0005023530102,-9.484031034e-05,-0.01485254616,0.01486134157,0.3133797646,0.0001223938161,-6.34853568e-05,2.000753403,2.000753403
0.01482529266,0.009999999776,0,4.289999962,1,-0.000463973236,-9.205668175e-05,-0.01481774263,0.014825291,0.3129349351,0.0001281723671,-6.342376582e-05,2.000774622,2.000774622
